,result
83446,46
83447,94
83448,80
83449,155
83450,167
83451,143
83452,65
83453,124
83454,262
83455,149
83456,151
83457,270
83458,155
83459,191
83460,64
83461,59
83462,89
83463,74
83464,82
83465,101
83466,275
83467,64
83468,94
83469,33
83470,100
83471,261
83472,105
83473,25
83474,33
83475,306
83476,83
83477,98
83478,48
83479,41
83480,92
83481,164
83482,14
83483,16
83484,47
83485,41
83486,9
83487,53
83488,238
83489,276
83490,15
83491,379
83492,180
83493,70
83494,161
83495,71
83496,372
83497,66
83498,120
83499,11
83500,197
83501,35
83502,113
83503,212
83504,194
83505,206
83506,68
83507,164
83508,121
83509,45
83510,72
83511,188
83512,179
83513,96
83514,100
83515,53
83516,43
83517,217
83518,58
83519,48
83520,204
83521,53
83522,71
83523,283
83524,171
83525,222
83526,308
83527,207
83528,9
83529,93
83530,111
83531,134
83532,231
83533,47
83534,139
83535,244
83536,130
83537,54
83538,84
83539,88
83540,21
83541,48
83542,71
83543,102
83544,176
83545,122
83546,129
83547,150
83548,155
83549,130
83550,209
83551,71
83552,76
83553,98
83554,19
83555,27
83556,67
83557,56
83558,32
83559,19
83560,141
83561,15
83562,71
83563,112
83564,56
83565,42
83566,32
83567,101
83568,119
83569,84
83570,47
83571,26
83572,216
83573,61
83574,204
83575,83
83576,202
83577,200
83578,107
83579,196
83580,384
83581,64
83582,229
83583,207
83584,123
83585,65
83586,165
83587,28
83588,76
83589,101
83590,174
83591,207
83592,51
83593,156
83594,31
83595,108
83596,191
83597,73
83598,193
83599,77
83600,69
83601,173
83602,19
83603,161
83604,246
83605,15
83606,143
83607,18
83608,137
83609,69
83610,70
83611,12
83612,137
83613,56
83614,118
83615,204
83616,179
83617,70
83618,59
83619,150
83620,166
83621,100
83622,221
83623,225
83624,157
83625,131
83626,49
83627,83
83628,14
83629,141
83630,206
83631,160
83632,30
83633,129
83634,2
83635,208
83636,227
83637,96
83638,52
83639,251
83640,121
83641,203
83642,185
83643,43
83644,231
83645,21
83646,235
83647,92
83648,77
83649,58
83650,177
83651,84
83652,53
83653,102
83654,322
83655,283
83656,185
83657,31
83658,36
83659,43
83660,319
83661,149
83662,148
83663,15
83664,102
83665,320
83666,42
83667,200
83668,77
83669,106
83670,49
83671,57
83672,78
83673,32
83674,57
83675,183
83676,66
83677,162
83678,257
83679,16
83680,103
83681,33
83682,74
83683,112
83684,23
83685,197
83686,305
83687,307
83688,94
83689,91
83690,325
83691,84
83692,112
83693,53
83694,55
83695,230
83696,228
83697,288
83698,93
83699,18
83700,66
83701,233
83702,37
83703,100
83704,7
83705,78
83706,76
83707,12
83708,29
83709,112
83710,156
83711,61
83712,16
83713,64
83714,36
83715,34
83716,182
83717,48
83718,179
83719,58
83720,69
83721,47
83722,40
83723,211
83724,41
83725,87
83726,86
83727,2
83728,234
83729,181
83730,72
83731,15
83732,206
83733,152
83734,14
83735,145
83736,43
83737,154
83738,460
83739,72
83740,217
83741,22
83742,146
83743,34
83744,185
83745,184
83746,37
83747,75
83748,128
83749,156
83750,146
83751,122
83752,243
83753,116
83754,71
83755,3
83756,245
83757,89
83758,179
83759,77
83760,36
83761,206
83762,91
83763,34
83764,102
83765,37
83766,40
83767,46
83768,88
83769,199
83770,99
83771,49
83772,156
83773,42
83774,307
83775,202
83776,125
83777,4
83778,118
83779,72
83780,196
83781,85
83782,9
83783,27
83784,290
83785,75
83786,60
83787,41
83788,75
83789,2
83790,191
83791,4
83792,16
83793,26
83794,91
83795,36
83796,94
83797,182
83798,9
83799,155
83800,67
83801,43
83802,49
83803,271
83804,143
83805,62
83806,37
83807,311
83808,30
83809,146
83810,139
83811,14
83812,26
83813,45
83814,96
83815,143
83816,147
83817,107
83818,173
83819,109
83820,42
83821,149
83822,21
83823,281
83824,225
83825,206
83826,250
83827,210
83828,51
83829,330
83830,272
83831,25
83832,64
83833,153
83834,257
83835,27
83836,254
83837,59
83838,52
83839,313
83840,160
83841,54
83842,80
83843,217
83844,115
83845,96
83846,175
83847,42
83848,259
83849,166
83850,68
83851,88
83852,56
83853,84
83854,41
83855,194
83856,130
83857,100
83858,272
83859,15
83860,156
83861,78
83862,231
83863,79
83864,23
83865,189
83866,41
83867,175
83868,90
83869,137
83870,53
83871,65
83872,129
83873,28
83874,9
83875,40
83876,23
83877,175
83878,256
83879,44
83880,12
83881,202
83882,62
83883,149
83884,133
83885,223
83886,17
83887,13
83888,103
83889,20
83890,61
83891,63
83892,71
83893,9
83894,110
83895,126
83896,226
83897,60
83898,123
83899,284
83900,148
83901,33
83902,27
83903,251
83904,82
83905,39
83906,160
83907,10
83908,21
83909,67
83910,216
83911,164
83912,112
83913,174
83914,195
83915,238
83916,144
83917,266
83918,71
83919,219
83920,261
83921,75
83922,183
83923,104
83924,186
83925,347
83926,32
83927,140
83928,113
83929,251
83930,39
83931,78
83932,219
83933,127
83934,29
83935,208
83936,19
83937,138
83938,47
83939,147
83940,184
83941,11
83942,9
83943,63
83944,77
83945,97
83946,12
83947,290
83948,24
83949,53
83950,35
83951,49
83952,80
83953,79
83954,297
83955,33
83956,180
83957,28
83958,26
83959,320
83960,57
83961,52
83962,22
83963,77
83964,77
83965,137
83966,68
83967,60
83968,72
83969,230
83970,118
83971,99
83972,51
83973,176
83974,90
83975,53
83976,165
83977,67
83978,40
83979,104
83980,96
83981,32
83982,22
83983,17
83984,141
83985,92
83986,221
83987,95
83988,46
83989,129
83990,314
83991,204
83992,43
83993,63
83994,267
83995,8
83996,26
83997,89
83998,105
83999,81
84000,241
84001,172
84002,242
84003,117
84004,139
84005,113
84006,41
84007,52
84008,102
84009,70
84010,60
84011,32
84012,62
84013,197
84014,63
84015,139
84016,76
84017,155
84018,37
84019,26
84020,207
84021,34
84022,390
84023,27
84024,6
84025,76
84026,35
84027,54
84028,33
84029,6
84030,140
84031,106
84032,136
84033,190
84034,154
84035,110
84036,24
84037,154
84038,66
84039,221
84040,81
84041,73
84042,18
84043,5
84044,115
84045,54
84046,139
84047,59
84048,159
84049,64
84050,134
84051,221
84052,39
84053,22
84054,238
84055,172
84056,257
84057,56
84058,209
84059,263
84060,63
84061,77
84062,300
84063,235
84064,89
84065,177
84066,6
84067,209
84068,219
84069,134
84070,30
84071,12
84072,77
84073,297
84074,263
84075,256
84076,69
84077,268
84078,193
84079,35
84080,6
84081,7
84082,70
84083,82
84084,381
84085,102
84086,38
84087,132
84088,17
84089,28
84090,50
84091,21
84092,65
84093,262
84094,323
84095,29
84096,180
84097,237
84098,169
84099,113
84100,82
84101,30
84102,95
84103,65
84104,26
84105,263
84106,158
84107,67
84108,164
84109,165
84110,58
84111,239
84112,125
84113,9
84114,89
84115,197
84116,54
84117,142
84118,47
84119,186
84120,49
84121,100
84122,88
84123,119
84124,215
84125,48
84126,84
84127,137
84128,54
84129,90
84130,83
84131,24
84132,7
84133,223
84134,56
84135,412
84136,130
84137,97
84138,41
84139,78
84140,116
84141,249
84142,224
84143,69
84144,86
84145,14
84146,63
84147,298
84148,115
84149,228
84150,109
84151,173
84152,149
84153,112
84154,68
84155,253
84156,20
84157,64
84158,328
84159,262
84160,174
84161,28
84162,321
84163,100
84164,117
84165,39
84166,89
84167,33
84168,66
84169,427
84170,192
84171,58
84172,93
84173,29
84174,74
84175,157
84176,123
84177,126
84178,3
84179,229
84180,183
84181,16
84182,265
84183,98
84184,135
84185,209
84186,89
84187,61
84188,58
84189,49
84190,48
84191,89
84192,81
84193,146
84194,32
84195,139
84196,34
84197,18
84198,133
84199,82
84200,80
84201,44
84202,422
84203,208
84204,282
84205,64
84206,30
84207,116
84208,93
84209,48
84210,66
84211,69
84212,63
84213,86
84214,76
84215,61
84216,310
84217,98
84218,53
84219,44
84220,112
84221,8
84222,117
84223,42
84224,128
84225,116
84226,164
84227,148
84228,34
84229,51
84230,65
84231,33
84232,216
84233,53
84234,52
84235,56
84236,87
84237,97
84238,175
84239,262
84240,69
84241,43
84242,127
84243,216
84244,32
84245,24
84246,184
84247,128
84248,73
84249,16
84250,120
84251,139
84252,142
84253,135
84254,38
84255,41
84256,194
84257,147
84258,292
84259,73
84260,110
84261,70
84262,162
84263,151
84264,18
84265,160
84266,153
84267,192
84268,45
84269,45
84270,35
84271,84
84272,260
84273,103
84274,64
84275,63
84276,213
84277,49
84278,133
84279,190
84280,61
84281,142
84282,93
84283,26
84284,89
84285,73
84286,7
84287,166
84288,131
84289,22
84290,70
84291,176
84292,82
84293,283
84294,236
84295,68
84296,13
84297,173
84298,67
84299,95
84300,46
84301,64
84302,139
84303,127
84304,34
84305,52
84306,93
84307,80
84308,177
84309,7
84310,81
84311,113
84312,204
84313,131
84314,31
84315,140
84316,7
84317,182
84318,84
84319,144
84320,215
84321,104
84322,104
84323,61
84324,86
84325,176
84326,28
84327,189
84328,167
84329,19
84330,55
84331,2
84332,81
84333,76
84334,84
84335,151
84336,115
84337,70
84338,52
84339,165
84340,116
84341,48
84342,28
84343,60
84344,78
84345,181
84346,69
84347,13
84348,109
84349,52
84350,185
84351,34
84352,135
84353,271
84354,34
84355,253
84356,75
84357,73
84358,91
84359,126
84360,39
84361,132
84362,73
84363,177
84364,209
84365,20
84366,79
84367,102
84368,65
84369,99
84370,3
84371,222
84372,200
84373,45
84374,91
84375,61
84376,48
84377,5
84378,20
84379,346
84380,54
84381,56
84382,31
84383,90
84384,189
84385,86
84386,172
84387,58
84388,44
84389,147
84390,38
84391,84
84392,53
84393,187
84394,165
84395,188
84396,319
84397,248
84398,47
84399,38
84400,155
84401,85
84402,141
84403,43
84404,59
84405,239
84406,51
84407,148
84408,141
84409,13
84410,36
84411,33
84412,153
84413,77
84414,7
84415,174
84416,124
84417,43
84418,117
84419,201
84420,231
84421,246
84422,70
84423,168
84424,452
84425,55
84426,133
84427,11
84428,35
84429,66
84430,80
84431,144
84432,181
84433,10
84434,95
84435,146
84436,20
84437,263
84438,92
84439,180
84440,102
84441,101
84442,52
84443,126
84444,59
84445,98
84446,32
84447,52
84448,287
84449,134
84450,58
84451,161
84452,65
84453,155
84454,206
84455,260
84456,90
84457,128
84458,116
84459,41
84460,102
84461,12
84462,12
84463,356
84464,47
84465,55
84466,14
84467,264
84468,52
84469,75
84470,71
84471,101
84472,553
84473,34
84474,75
84475,158
84476,66
84477,197
84478,202
84479,95
84480,206
84481,314
84482,60
84483,159
84484,44
84485,39
84486,183
84487,315
84488,176
84489,72
84490,55
84491,291
84492,201
84493,368
84494,23
84495,96
84496,23
84497,6
84498,26
84499,10
84500,144
84501,157
84502,2
84503,238
84504,211
84505,71
84506,48
84507,225
84508,60
84509,55
84510,224
84511,146
84512,117
84513,94
84514,112
84515,195
84516,81
84517,236
84518,57
84519,17
84520,83
84521,8
84522,15
84523,72
84524,151
84525,7
84526,355
84527,38
84528,49
84529,87
84530,20
84531,5
84532,180
84533,63
84534,339
84535,80
84536,235
84537,8
84538,306
84539,195
84540,200
84541,123
84542,158
84543,124
84544,52
84545,76
84546,104
84547,97
84548,295
84549,98
84550,172
84551,97
84552,54
84553,137
84554,166
84555,36
84556,243
84557,9
84558,90
84559,275
84560,56
84561,76
84562,54
84563,70
84564,129
84565,332
84566,60
84567,176
84568,88
84569,45
84570,145
84571,23
84572,420
84573,95
84574,177
84575,144
84576,71
84577,208
84578,185
84579,76
84580,250
84581,163
84582,216
84583,60
84584,20
84585,251
84586,121
84587,48
84588,79
84589,187
84590,127
84591,69
84592,277
84593,160
84594,373
84595,103
84596,193
84597,82
84598,93
84599,151
84600,68
84601,16
84602,61
84603,108
84604,93
84605,145
84606,152
84607,119
84608,69
84609,11
84610,9
84611,176
84612,64
84613,150
84614,40
84615,143
84616,106
84617,170
84618,78
84619,51
84620,44
84621,78
84622,241
84623,64
84624,77
84625,37
84626,287
84627,137
84628,96
84629,98
84630,87
84631,66
84632,104
84633,339
84634,173
84635,160
84636,194
84637,81
84638,99
84639,136
84640,201
84641,276
84642,33
84643,110
84644,226
84645,21
84646,134
84647,339
84648,39
84649,34
84650,238
84651,6
84652,70
84653,146
84654,160
84655,69
84656,143
84657,135
84658,82
84659,93
84660,36
84661,93
84662,58
84663,131
84664,110
84665,89
84666,153
84667,10
84668,137
84669,26
84670,46
84671,76
84672,70
84673,290
84674,114
84675,160
84676,19
84677,93
84678,67
84679,130
84680,82
84681,128
84682,2
84683,236
84684,196
84685,90
84686,67
84687,77
84688,229
84689,40
84690,68
84691,18
84692,224
84693,71
84694,27
84695,71
84696,25
84697,35
84698,89
84699,218
84700,57
84701,19
84702,153
84703,253
84704,80
84705,41
84706,132
84707,8
84708,376
84709,31
84710,102
84711,69
84712,298
84713,31
84714,61
84715,276
84716,120
84717,228
84718,17
84719,72
84720,171
84721,58
84722,275
84723,32
84724,100
84725,252
84726,79
84727,188
84728,143
84729,206
84730,61
84731,159
84732,58
84733,44
84734,124
84735,213
84736,37
84737,110
84738,163
84739,199
84740,257
84741,144
84742,304
84743,74
84744,96
84745,113
84746,241
84747,112
84748,206
84749,25
84750,14
84751,86
84752,77
84753,272
84754,81
84755,47
84756,80
84757,241
84758,97
84759,87
84760,43
84761,174
84762,267
84763,76
84764,109
84765,350
84766,1
84767,110
84768,119
84769,227
84770,227
84771,176
84772,30
84773,70
84774,57
84775,139
84776,92
84777,32
84778,39
84779,45
84780,107
84781,66
84782,31
84783,44
84784,151
84785,108
84786,211
84787,104
84788,81
84789,144
84790,153
84791,152
84792,33
84793,24
84794,40
84795,228
84796,63
84797,126
84798,98
84799,97
84800,29
84801,257
84802,35
84803,62
84804,63
84805,67
84806,252
84807,122
84808,60
84809,11
84810,156
84811,181
84812,79
84813,207
84814,27
84815,145
84816,115
84817,29
84818,8
84819,112
84820,204
84821,144
84822,7
84823,90
84824,186
84825,65
84826,203
84827,25
84828,153
84829,25
84830,28
84831,20
84832,291
84833,240
84834,134
84835,65
84836,9
84837,16
84838,63
84839,82
84840,34
84841,136
84842,125
84843,33
84844,27
84845,48
84846,67
84847,178
84848,244
84849,93
84850,183
84851,57
84852,163
84853,158
84854,61
84855,165
84856,73
84857,33
84858,77
84859,290
84860,101
84861,70
84862,359
84863,345
84864,53
84865,202
84866,209
84867,74
84868,150
84869,81
84870,65
84871,60
84872,11
84873,140
84874,201
84875,51
84876,84
84877,236
84878,52
84879,58
84880,188
84881,64
84882,36
84883,71
84884,222
84885,298
84886,28
84887,53
84888,294
84889,38
84890,33
84891,130
84892,225
84893,160
84894,51
84895,6
84896,31
84897,50
84898,214
84899,11
84900,29
84901,281
84902,219
84903,167
84904,41
84905,66
84906,165
84907,104
84908,388
84909,122
84910,8
84911,156
84912,34
84913,177
84914,127
84915,191
84916,91
84917,203
84918,205
84919,124
84920,33
84921,158
84922,145
84923,263
84924,35
84925,96
84926,28
84927,4
84928,77
84929,73
84930,133
84931,158
84932,119
84933,74
84934,131
84935,40
84936,124
84937,251
84938,67
84939,56
84940,72
84941,152
84942,100
84943,44
84944,181
84945,161
84946,25
84947,36
84948,233
84949,47
84950,121
84951,232
84952,41
84953,245
84954,63
84955,17
84956,55
84957,37
84958,100
84959,177
84960,56
84961,73
84962,20
84963,340
84964,144
84965,366
84966,29
84967,96
84968,16
84969,120
84970,129
84971,242
84972,57
84973,179
84974,74
84975,274
84976,142
84977,95
84978,64
84979,191
84980,42
84981,159
84982,101
84983,51
84984,91
84985,55
84986,59
84987,74
84988,199
84989,206
84990,113
84991,104
84992,182
84993,234
84994,94
84995,148
84996,306
84997,78
84998,51
84999,47
85000,120
85001,108
85002,130
85003,80
85004,118
85005,235
85006,214
85007,128
85008,246
85009,347
85010,150
85011,24
85012,161
85013,194
85014,150
85015,42
85016,18
85017,243
85018,241
85019,288
85020,269
85021,77
85022,31
85023,102
85024,151
85025,26
85026,37
85027,91
85028,55
85029,38
85030,133
85031,60
85032,70
85033,84
85034,14
85035,41
85036,25
85037,20
85038,90
85039,1
85040,230
85041,65
85042,152
85043,109
85044,118
85045,169
85046,148
85047,26
85048,210
85049,32
85050,72
85051,102
85052,91
85053,184
85054,260
85055,270
85056,71
85057,90
85058,107
85059,84
85060,151
85061,2
85062,160
85063,329
85064,12
85065,142
85066,68
85067,67
85068,155
85069,87
85070,177
85071,17
85072,87
85073,288
85074,1
85075,52
85076,6
85077,112
85078,62
85079,23
85080,238
85081,75
85082,59
85083,27
85084,18
85085,274
85086,138
85087,340
85088,68
85089,5
85090,147
85091,252
85092,60
85093,39
85094,253
85095,186
85096,108
85097,250
85098,44
85099,273
85100,14
85101,25
85102,53
85103,55
85104,46
85105,124
85106,308
85107,79
85108,9
85109,22
85110,98
85111,76
85112,121
85113,239
85114,29
85115,143
85116,37
85117,41
85118,99
85119,30
85120,116
85121,92
85122,326
85123,13
85124,147
85125,261
85126,110
85127,54
85128,53
85129,225
85130,20
85131,29
85132,209
85133,393
85134,373
85135,52
85136,14
85137,56
85138,93
85139,96
85140,168
85141,137
85142,244
85143,311
85144,24
85145,52
85146,62
85147,59
85148,74
85149,190
85150,78
85151,284
85152,134
85153,44
85154,95
85155,18
85156,393
85157,11
85158,234
85159,153
85160,2
85161,99
85162,279
85163,237
85164,136
85165,234
85166,87
85167,387
85168,51
85169,76
85170,32
85171,104
85172,48
85173,72
85174,43
85175,94
85176,257
85177,195
85178,5
85179,37
85180,28
85181,153
85182,49
85183,248
85184,137
85185,272
85186,14
85187,31
85188,31
85189,27
85190,271
85191,244
85192,129
85193,194
85194,413
85195,90
85196,27
85197,83
85198,11
85199,99
85200,39
85201,94
85202,95
85203,55
85204,270
85205,108
85206,28
85207,122
85208,87
85209,49
85210,73
85211,23
85212,56
85213,131
85214,67
85215,268
85216,231
85217,183
85218,64
85219,83
85220,34
85221,19
85222,74
85223,76
85224,74
85225,112
85226,226
85227,320
85228,148
85229,69
85230,37
85231,145
85232,221
85233,71
85234,64
85235,19
85236,337
85237,154
85238,94
85239,66
85240,14
85241,126
85242,3
85243,162
85244,228
85245,155
85246,66
85247,45
85248,95
85249,86
85250,146
85251,76
85252,189
85253,85
85254,48
85255,69
85256,99
85257,199
85258,175
85259,67
85260,75
85261,152
85262,240
85263,58
85264,60
85265,131
85266,185
85267,92
85268,278
85269,53
85270,99
85271,53
85272,32
85273,63
85274,203
85275,54
85276,77
85277,273
85278,83
85279,21
85280,201
85281,12
85282,36
85283,135
85284,41
85285,49
85286,66
85287,211
85288,115
85289,438
85290,129
85291,15
85292,22
85293,71
85294,117
85295,172
85296,85
85297,37
85298,73
85299,139
85300,34
85301,198
85302,146
85303,111
85304,93
85305,31
85306,251
85307,191
85308,152
85309,35
85310,48
85311,17
85312,246
85313,47
85314,33
85315,106
85316,11
85317,66
85318,149
85319,209
85320,5
85321,285
85322,105
85323,169
85324,336
85325,69
85326,290
85327,108
85328,46
85329,112
85330,57
85331,142
85332,382
85333,302
85334,159
85335,279
85336,197
85337,177
85338,162
85339,21
85340,4
85341,68
85342,218
85343,215
85344,74
85345,48
85346,62
85347,231
85348,71
85349,82
85350,51
85351,65
85352,21
85353,141
85354,317
85355,54
85356,266
85357,227
85358,96
85359,227
85360,147
85361,79
85362,80
85363,250
85364,70
85365,214
85366,213
85367,266
85368,223
85369,18
85370,120
85371,172
85372,41
85373,221
85374,40
85375,23
85376,28
85377,36
85378,167
85379,85
85380,5
85381,52
85382,68
85383,64
85384,38
85385,290
85386,24
85387,75
85388,247
85389,32
85390,104
85391,219
85392,104
85393,28
85394,24
85395,10
85396,64
85397,68
85398,32
85399,64
85400,53
85401,147
85402,146
85403,72
85404,31
85405,161
85406,193
85407,151
85408,51
85409,26
85410,18
85411,13
85412,175
85413,118
85414,46
85415,43
85416,129
85417,78
85418,98
85419,28
85420,113
85421,204
85422,80
85423,86
85424,288
85425,49
85426,150
85427,123
85428,64
85429,261
85430,6
85431,268
85432,29
85433,59
85434,252
85435,82
85436,41
85437,221
85438,184
85439,70
85440,59
85441,10
85442,72
85443,84
85444,51
85445,70
85446,103
85447,109
85448,227
85449,65
85450,235
85451,217
85452,22
85453,33
85454,157
85455,151
85456,18
85457,447
85458,101
85459,97
85460,12
85461,184
85462,274
85463,90
85464,275
85465,51
85466,41
85467,30
85468,111
85469,228
85470,125
85471,173
85472,59
85473,203
85474,160
85475,27
85476,114
85477,86
85478,40
85479,85
85480,13
85481,130
85482,240
85483,91
85484,116
85485,62
85486,53
85487,151
85488,30
85489,174
85490,12
85491,73
85492,232
85493,1
85494,284
85495,42
85496,169
85497,87
85498,157
85499,144
85500,69
85501,115
85502,35
85503,102
85504,323
85505,66
85506,46
85507,54
85508,275
85509,185
85510,173
85511,264
85512,43
85513,40
85514,72
85515,8
85516,96
85517,271
85518,77
85519,170
85520,8
85521,81
85522,24
85523,46
85524,176
85525,329
85526,135
85527,136
85528,22
85529,55
85530,222
85531,287
85532,36
85533,251
85534,156
85535,165
85536,17
85537,103
85538,93
85539,24
85540,76
85541,55
85542,123
85543,191
85544,215
85545,57
85546,39
85547,58
85548,247
85549,16
85550,164
85551,223
85552,75
85553,122
85554,19
85555,57
85556,171
85557,89
85558,68
85559,265
85560,204
85561,99
85562,45
85563,46
85564,49
85565,40
85566,109
85567,203
85568,63
85569,45
85570,76
85571,82
85572,81
85573,136
85574,481
85575,206
85576,190
85577,82
85578,155
85579,107
85580,75
85581,79
85582,71
85583,51
85584,112
85585,330
85586,213
85587,134
85588,63
85589,17
85590,155
85591,124
85592,21
85593,230
85594,136
85595,48
85596,5
85597,30
85598,22
85599,209
85600,133
85601,23
85602,22
85603,98
85604,133
85605,224
85606,16
85607,140
85608,6
85609,287
85610,122
85611,4
85612,23
85613,108
85614,57
85615,163
85616,82
85617,56
85618,78
85619,140
85620,84
85621,168
85622,57
85623,58
85624,227
85625,32
85626,310
85627,12
85628,28
85629,41
85630,33
85631,341
85632,193
85633,164
85634,220
85635,49
85636,212
85637,256
85638,58
85639,218
85640,129
85641,71
85642,65
85643,7
85644,177
85645,2
85646,81
85647,18
85648,91
85649,36
85650,27
85651,181
85652,127
85653,75
85654,247
85655,157
85656,113
85657,92
85658,31
85659,86
85660,38
85661,82
85662,95
85663,105
85664,192
85665,245
85666,48
85667,151
85668,88
85669,37
85670,124
85671,295
85672,112
85673,34
85674,58
85675,101
85676,328
85677,170
85678,238
85679,252
85680,62
85681,8
85682,192
85683,57
85684,37
85685,10
85686,30
85687,194
85688,144
85689,38
85690,149
85691,193
85692,119
85693,173
85694,233
85695,194
85696,134
85697,222
85698,26
85699,212
85700,197
85701,47
85702,19
85703,431
85704,240
85705,23
85706,92
85707,162
85708,445
85709,189
85710,128
85711,55
85712,172
85713,74
85714,340
85715,7
85716,243
85717,95
85718,48
85719,44
85720,130
85721,61
85722,73
85723,81
85724,153
85725,12
85726,158
85727,24
85728,78
85729,89
85730,212
85731,175
85732,84
85733,227
85734,90
85735,329
85736,121
85737,27
85738,52
85739,373
85740,193
85741,58
85742,181
85743,185
85744,47
85745,61
85746,32
85747,52
85748,54
85749,19
85750,5
85751,32
85752,176
85753,31
85754,117
85755,80
85756,180
85757,10
85758,154
85759,80
85760,91
85761,131
85762,160
85763,232
85764,266
85765,85
85766,143
85767,159
85768,73
85769,283
85770,118
85771,53
85772,128
85773,180
85774,6
85775,70
85776,46
85777,127
85778,172
85779,17
85780,68
85781,91
85782,4
85783,162
85784,110
85785,39
85786,74
85787,264
85788,122
85789,66
85790,90
85791,21
85792,180
85793,121
85794,128
85795,275
85796,42
85797,89
85798,97
85799,115
85800,366
85801,66
85802,146
85803,112
85804,93
85805,116
85806,109
85807,286
85808,103
85809,66
85810,69
85811,52
85812,86
85813,128
85814,82
85815,43
85816,223
85817,68
85818,257
85819,63
85820,29
85821,172
85822,196
85823,186
85824,64
85825,162
85826,79
85827,126
85828,142
85829,76
85830,303
85831,152
85832,171
85833,94
85834,87
85835,116
85836,85
85837,18
85838,7
85839,323
85840,28
85841,123
85842,72
85843,95
85844,123
85845,40
85846,45
85847,42
85848,322
85849,4
85850,202
85851,65
85852,213
85853,41
85854,75
85855,405
85856,87
85857,64
85858,47
85859,227
85860,68
85861,143
85862,115
85863,5
85864,13
85865,108
85866,287
85867,118
85868,26
85869,76
85870,32
85871,63
85872,225
85873,135
85874,31
85875,46
85876,20
85877,157
85878,331
85879,130
85880,42
85881,61
85882,180
85883,132
85884,155
85885,6
85886,26
85887,26
85888,6
85889,156
85890,190
85891,56
85892,20
85893,15
85894,193
85895,113
85896,55
85897,77
85898,247
85899,156
85900,141
85901,130
85902,38
85903,204
85904,191
85905,154
85906,83
85907,96
85908,22
85909,318
85910,220
85911,24
85912,179
85913,200
85914,73
85915,41
85916,41
85917,134
85918,14
85919,275
85920,104
85921,17
85922,170
85923,78
85924,237
85925,57
85926,367
85927,82
85928,125
85929,10
85930,50
85931,24
85932,220
85933,157
85934,272
85935,95
85936,64
85937,13
85938,246
85939,179
85940,35
85941,47
85942,38
85943,49
85944,109
85945,37
85946,90
85947,61
85948,98
85949,141
85950,175
85951,139
85952,54
85953,268
85954,22
85955,134
85956,87
85957,153
85958,292
85959,86
85960,117
85961,15
85962,193
85963,55
85964,227
85965,152
85966,90
85967,177
85968,26
85969,331
85970,19
85971,102
85972,361
85973,104
85974,69
85975,31
85976,68
85977,158
85978,198
85979,11
85980,150
85981,60
85982,216
85983,144
85984,83
85985,53
85986,22
85987,175
85988,30
85989,11
85990,248
85991,169
85992,21
85993,92
85994,4
85995,164
85996,34
85997,71
85998,34
85999,97
86000,242
86001,31
86002,31
86003,52
86004,92
86005,170
86006,113
86007,129
86008,391
86009,132
86010,67
86011,108
86012,324
86013,73
86014,2
86015,222
86016,282
86017,164
86018,68
86019,86
86020,47
86021,59
86022,118
86023,235
86024,227
86025,87
86026,45
86027,21
86028,28
86029,78
86030,165
86031,63
86032,211
86033,9
86034,21
86035,21
86036,173
86037,160
86038,115
86039,37
86040,99
86041,58
86042,135
86043,42
86044,55
86045,60
86046,58
86047,23
86048,61
86049,89
86050,48
86051,54
86052,83
86053,274
86054,16
86055,245
86056,87
86057,105
86058,65
86059,27
86060,92
86061,189
86062,44
86063,48
86064,67
86065,54
86066,200
86067,37
86068,102
86069,79
86070,130
86071,96
86072,7
86073,217
86074,94
86075,292
86076,76
86077,74
86078,190
86079,93
86080,82
86081,28
86082,3
86083,39
86084,169
86085,43
86086,85
86087,75
86088,116
86089,247
86090,136
86091,141
86092,13
86093,63
86094,72
86095,89
86096,56
86097,129
86098,57
86099,45
86100,200
86101,41
86102,75
86103,149
86104,45
86105,29
86106,137
86107,29
86108,104
86109,130
86110,188
86111,172
86112,55
86113,8
86114,254
86115,110
86116,50
86117,148
86118,91
86119,40
86120,147
86121,280
86122,95
86123,65
86124,75
86125,91
86126,38
86127,141
86128,137
86129,70
86130,11
86131,36
86132,171
86133,161
86134,28
86135,97
86136,43
86137,140
86138,250
86139,54
86140,121
86141,155
86142,106
86143,98
86144,78
86145,85
86146,14
86147,150
86148,33
86149,54
86150,67
86151,119
86152,52
86153,72
86154,36
86155,24
86156,60
86157,20
86158,122
86159,140
86160,9
86161,128
86162,129
86163,160
86164,33
86165,134
86166,265
86167,103
86168,270
86169,66
86170,69
86171,99
86172,11
86173,75
86174,70
86175,11
86176,131
86177,127
86178,62
86179,61
86180,205
86181,91
86182,72
86183,33
86184,106
86185,304
86186,256
86187,174
86188,40
86189,160
86190,19
86191,281
86192,89
86193,154
86194,31
86195,112
86196,33
86197,52
86198,200
86199,447
86200,259
86201,173
86202,131
86203,50
86204,25
86205,4
86206,192
86207,54
86208,93
86209,102
86210,120
86211,72
86212,150
86213,49
86214,102
86215,153
86216,203
86217,35
86218,33
86219,20
86220,46
86221,156
86222,134
86223,41
86224,64
86225,99
86226,83
86227,195
86228,264
86229,109
86230,22
86231,18
86232,202
86233,14
86234,107
86235,216
86236,15
86237,177
86238,242
86239,194
86240,281
86241,60
86242,3
86243,87
86244,155
